tticket	order_id	city_id	price	local_create_time	compensate_customer_type	operate_type	status	channel	reason	coupon_info	business_unit	business_type	cate_name
t360287970373118662	87973867108087	52190500	81.54	2021-01-29 13:48:18	2	1	1	520000001	716			21	Viaje irregular
t360287970365691110	87973526691983	52090100	28.0	2021-01-12 14:07:03	1	7	2	520000001	266			23	Viaje irregular
t360287970378081897	87974095477508	52190500	30.8	2021-02-08 16:35:23	1	7	2	520000001	262			2114	Viaje irregular
t360287970380252643	87974188357157	52190500	50.7	2021-02-12 18:56:31	1	7	2	520000001	268			2114	Viaje irregular
t360287970370628026	87973753010295	52170200	217.3	2021-01-23 17:26:17	1	7	2	520000001	436			2114	Viaje irregular
t360287970376654784	87974028427431	52260200	36.35	2021-02-11 08:32:07	2	1	1	520000001	1236			21	Viaje irregular
t360287970378191978	87974100224868	52090100	28.0	2021-02-08 21:16:36	1	7	2	520000001	268			2114	Viaje irregular
t360287970380781731	87974213397762	52190500	38.0	2021-02-13 19:37:11	2	1	2	520000001	1234			21	Viaje irregular
t360287970361319669	87973328692168	52250300	121.9	2021-01-02 07:40:05	1	7	2	520000001	266			23	Viaje irregular
t360287970374034795	87973912519350	52090100	34.3	2021-01-31 12:43:03	1	7	2	520000001	266			2114	Viaje irregular
t360287970375098737	87973961692168	52190500	27.0	2021-02-02 19:51:14	1	4	2	520000001	266			21	Viaje irregular
t360287970378425268	87974096598213	52020200	255.47	2021-02-09 11:11:45	2	1	1	520000001	2070			21	Viaje irregular
t360287970377628489	87974076208483	52210400	29.1	2021-02-07 21:33:16	2	1	1	520000001	2070			21	Viaje irregular
t360287970362271229	87973369266655	52140500	30.0	2021-01-04 16:31:30	1	7	2	520000001	268			23	Viaje irregular
t360287970375507184	87973978388258	52060200	565.88	2021-02-05 20:57:43	2	1	1	520000001	1236			21	Viaje irregular
t360287970369281888	87973689548667	52310300	38.31	2021-02-03 19:14:16	2	1	2	520000001	2070			21	Viaje irregular
t360287970374252703	87973892261465	52090100	70.36	2021-02-04 17:56:24	2	1	2	520000002	1234			21	Viaje irregular
t360287970363268361	87973412336202	52140500	297.1	2021-01-07 01:27:07	1	7	2	520000001	264			23	Viaje irregular
t360287970364187015	87973456055691	52020200	62.5	2021-01-09 05:05:53	1	7	2	520000001	268			23	Viaje irregular
t360287970371563421	87973794161512	52090100	92.51	2021-01-25 20:42:56	2	1	1	520000001	2070			21	Viaje irregular
t360287970366571940	87973558840852	52090100	74.6	2021-01-14 13:26:29	2	1	2	520000001	722			21	Viaje irregular
t360287970361856369	87973351928989	52151600	38.9	2021-01-03 17:52:52	1	7	2	520000001	268			23	Viaje irregular
t360287970361890021	87973352684433	52140500	148.72	2021-01-03 18:15:23	1	7	2	520000001	268			23	Viaje irregular
t360287970365334535	87973510110696	52090100	167.02	2021-01-11 18:13:01	2	1	2	520000001	2070			21	Viaje irregular
t360287970363635921	87973428936185	52090100	45.1	2021-01-07 18:50:56	1	7	2	520000001	264			23	Viaje irregular
t360287970365816472	87973529928475	52090100	189.0	2021-01-13 01:25:54	2	1	1	520000002	726			21	Viaje irregular
t360287970370683154	87973756669683	52210400	27.0	2021-01-23 19:24:09	1	7	2	520000001	266			2114	Viaje irregular
t360287970364695800	87973481061838	52090100	82.5	2021-01-10 08:23:45	1	7	2	520000001	266			23	Viaje irregular
t360287970370325189	87973737850847	52140500	76.3	2021-01-23 00:06:38	1	7	2	520000001	268			2114	Viaje irregular
t360287970362491789	87973379932674	52050500	332.07	2021-01-06 08:32:53	2	1	1	520000001	1236			21	Viaje irregular
t360287970370741732	87973758224393	52190500	25.4	2021-01-23 20:39:25	1	7	2	520000001	266			2114	Viaje irregular
t360287970364243602	87973459223466	52090100	32.0	2021-01-09 08:38:26	2	1	2	520000001	1246			21	Viaje irregular
t360287970366576375	87973566293946	52151600	20.54	2021-01-14 15:16:03	2	1	2	520000001	1234			21	Viaje irregular
t360287970370517409	87973748617297	52170200	152.3	2021-01-23 12:47:29	1	7	2	520000001	266			2114	Viaje irregular
t360287970375370400	87973971958778	52080800	65.57	2021-02-03 11:51:57	2	1	2	520000001	1234			21	Viaje irregular
t360287970376976096	87974044563740	52090100	41.52	2021-02-06 14:59:10	2	1	2	520000001	1234			21	Viaje irregular
t360287970363193905	87973408523823	52090100	44.4	2021-01-06 18:12:33	1	7	2	520000001	264			23	Viaje irregular
t360287970372187562	87973823914427	52250300	23.85	2021-01-27 09:31:27	1	7	2	520000001	264			2114	Viaje irregular
t360287970378072670	87974096442350	52020200	134.4	2021-02-08 14:49:26	1	7	2	520000001	268			2114	Viaje irregular
t360287970373542033	87973887659122	52140500	97.3	2021-01-30 10:18:06	1	7	2	520000001	268			2114	Viaje irregular
t360287970380840547	87974216585447	52210400	130.4	2021-02-13 22:31:07	1	7	2	520000001	268			2114	Viaje irregular
t360287970378719880	87974121283375	52220400	64.58	2021-02-09 21:05:34	2	1	2	520000001	1234			21	Viaje irregular
t360287970363967574	87973436071740	52090100	57.01	2021-01-09 02:16:46	2	1	2	520000001	716			21	Viaje irregular
t360287970374462739	87973901026811	52310300	5.93	2021-02-01 12:33:10	2	1	1	520000001	2070			21	Viaje irregular
t360287970376392586	87974016701555	52090100	12.0	2021-02-05 13:25:36	2	1	2	520000001	1234			21	Viaje irregular
t360287970361585836	87973338387160	52210400	83.7	2021-01-02 20:18:10	1	7	2	520000001	268			23	Viaje irregular
t360287970373555180	87973887479035	52280200	545.74	2021-02-04 09:19:11	2	1	1	520000001	1236			21	Viaje irregular
t360287970378032441	87974093883720	52151600	28.14	2021-02-08 14:58:05	2	1	2	520000001	1234			21	Viaje irregular
t360287970378043850	87974077409350	52250100	592.6	2021-02-08 15:44:54	2	1	2	520000001	2070			2056	Viaje irregular
t360287970373118662	87973867108087	52190500	81.54	2021-01-29 13:46:56	2	1	1	520000001	2070			21	Viaje irregular
t360287970366215637	87973548780557	52090100	32.12	2021-01-13 16:59:57	2	1	2	520000001	1234			21	Viaje irregular
t360287970361561119	87973339100774	52190500	25.0	2021-01-02 20:28:20	1	7	2	520000001	268			23	Viaje irregular
t360287970366695301	87973165542803	52220400	183.41	2021-01-14 20:00:15	2	1	1	520000001	722			21	Viaje irregular
t360287970368878921	87973673334300	52280100	102.6	2021-01-19 19:16:33	1	7	2	520000001	268			23	Viaje irregular
t360287970361528756	87973337383551	52090100	48.1	2021-01-02 18:31:30	1	7	2	520000001	264			23	Viaje irregular
t360287970369258006	87973690588384	52080200	60.2	2021-01-20 15:18:37	1	7	2	520000001	268			2114	Viaje irregular
t360287970366166399	87973545543429	52090100	32.12	2021-01-13 15:37:19	2	1	1	520000001	1234			21	Viaje irregular
t360287970363140825	87973405562071	52090100	32.0	2021-01-19 09:45:21	2	1	2	520000001	1246			21	Viaje irregular
t360287970374659918	87973941343881	52090100	102.6	2021-02-01 20:19:23	1	7	2	520000001	266			2114	Viaje irregular
t360287970374905846	87973953277440	52220400	23.4	2021-02-02 12:29:33	1	7	2	520000001	266			2114	Viaje irregular
t360287970379639292	87974160597039	52220400	59.4	2021-02-11 16:49:26	1	7	2	520000001	268			2114	Viaje irregular
t360287970361557920	87973338381539	52020100	51.4	2021-01-02 17:33:35	1	7	2	520000001	266			23	Viaje irregular
t360287970364525605	87973472187142	52080800	36.77	2021-01-09 17:44:47	1	7	2	520000001	266			23	Viaje irregular
t360287970364974449	87973493540590	52151600	366.57	2021-01-14 08:12:53	2	1	2	520000001	1236			21	Viaje irregular
t360287970367570106	87973614064544	52090100	369.2	2021-01-16 18:43:45	1	7	2	520000001	268			23	Viaje irregular
t360287970369378368	87973694232110	52090100	24.86	2021-01-20 20:37:05	2	1	1	520000001	2070			21	Viaje irregular
t360287970362772730	87973391193040	52210400	35.67	2021-01-05 20:28:15	1	7	2	520000001	264			23	Viaje irregular
t360287970368855622	87973672890195	52090100	14.93	2021-01-19 18:35:01	2	1	2	520000001	722			21	Viaje irregular
t360287970368909002	87973675376202	52151600	70.79	2021-01-19 21:42:03	1	7	2	520000001	264			23	Viaje irregular
t360287970363174471	87973409037280	52190500	108.0	2021-01-06 19:05:22	2	1	1	520000001	1234			21	Viaje irregular
t360287970363811203	87973437011865	52090100	63.3	2021-01-08 09:02:58	1	7	2	520000001	266			23	Viaje irregular
t360287970370073834	87973729095882	52151600	18.0	2021-01-22 14:53:22	1	7	2	520000001	268			2114	Viaje irregular
t360287970376298131	87974013838705	52190500	70.3	2021-02-05 11:06:21	1	7	2	520000001	268			2114	Viaje irregular
t360287970367081180	87973587703912	52151600	74.0	2021-01-15 15:46:08	1	7	2	520000001	268			23	Viaje irregular
t360287970367612084	87973614442552	52190500	30.0	2021-01-16 19:17:41	2	1	2	520000001	1246			21	Viaje irregular
t360287970378107531	87974097019182	52140500	38.33	2021-02-08 18:04:44	2	1	1	520000001	2070			21	Viaje irregular
t360287970371317944	87973785753392	52310300	31.2	2021-01-25 10:20:40	1	7	2	520000001	266			2114	Viaje irregular
t360287970369998718	87973723933735	52280200	378.81	2021-01-27 08:18:04	2	1	1	520000001	1236			21	Viaje irregular
t360287970364220270	87973456994306	52080800	27.4	2021-01-09 05:20:44	1	7	2	520000001	266			23	Viaje irregular
t360287970365154507	87973500864955	52170200	179.42	2021-01-15 08:28:26	2	1	2	520000001	1236			21	Viaje irregular
t360287970366992427	87973584736033	52090100	34.41	2021-01-15 13:38:37	1	7	2	520000001	268			23	Viaje irregular
t360287970365773044	87973529137145	52151600	35.2	2021-01-12 16:09:12	1	7	2	520000001	266			23	Viaje irregular
t360287970373339548	87973876271012	52090100	57.0	2021-01-29 19:07:06	1	7	2	520000001	268			2114	Viaje irregular
t360287970363812988	87973437058662	52080200	105.0	2021-01-08 09:37:51	1	7	2	520000001	264			23	Viaje irregular
t360287970363978579	87973444904918	52280300	39.8	2021-01-08 15:13:18	1	7	2	520000001	266			23	Viaje irregular
t360287970368517132	87973656413261	52090100	36.4	2021-01-18 23:26:32	1	7	2	520000001	174			23	Viaje irregular
t360287970373118662	87973867108087	52190500	81.54	2021-01-29 13:43:28	2	1	1	520000001	2070			21	Viaje irregular
t360287970369304138	87973692782079	52090100	44.0	2021-01-20 18:08:19	1	7	2	520000001	268			2114	Viaje irregular
t360287970371408789	87973787586906	52220400	165.7	2021-01-25 14:17:41	1	7	2	520000001	268			2114	Viaje irregular
t360287970380937988	87974222040091	52080200	30.6	2021-02-14 07:00:41	1	7	2	520000001	266			2114	Viaje irregular
t360287970378418649	87974111347651	52140500	39.8	2021-02-09 12:01:45	1	7	2	520000001	266			2114	Viaje irregular
t360287970361831489	87973350669136	52220400	39.0	2021-01-03 16:18:23	1	7	2	520000001	266			23	Viaje irregular
t360287970380326236	87974191272427	52020100	79.2	2021-02-12 20:07:34	1	7	2	520000001	268			2114	Viaje irregular
t360287970362804992	87973391926437	52020200	69.1	2021-01-05 19:42:25	1	7	2	520000001	266			23	Viaje irregular
t360287970376083394	87974003808643	52151600	20.1	2021-02-04 21:01:44	1	7	2	520000001	268			2114	Viaje irregular
t360287970380176488	87974184612154	52190500	27.0	2021-02-12 16:38:02	2	1	2	520000001	716			21	Viaje irregular
t360287970368416872	87973652220276	52090100	30.7	2021-01-18 17:13:04	1	7	2	520000001	268			23	Viaje irregular
t360287970372265543	87973826017258	52090100	46.45	2021-01-27 13:07:05	1	7	2	520000001	264			2114	Viaje irregular
t360287970364175381	87973454393197	52020200	109.1	2021-01-08 22:54:42	1	7	2	520000001	264			23	Viaje irregular
t360287970365352525	87973512066391	52090100	128.7	2021-01-11 18:56:14	1	7	2	520000001	266			23	Viaje irregular
t360287970363967574	87973436071740	52090100	57.01	2021-01-09 02:16:46	2	1	1	520000001	716			21	Viaje irregular
t360287970376551194	87974025141355	52250100	36.0	2021-02-05 17:22:07	1	7	2	520000001	268			2114	Viaje irregular
t360287970378401786	87974109442132	52090100	201.41	2021-02-09 10:38:35	1	7	2	520000001	266			2114	Viaje irregular
t360287970373109586	87973866681222	52090100	85.4	2021-01-29 12:35:42	1	7	2	520000001	268			2114	Viaje irregular
t360287970364316638	87973461899069	52110500	31.6	2021-01-09 11:23:00	1	7	2	520000001	264			23	Viaje irregular
t360287970364620571	87973479277055	52190500	26.1	2021-01-10 04:56:12	1	7	2	520000001	264			23	Viaje irregular
t360287970380834818	87974217068812	52090100	107.5	2021-02-13 22:31:09	1	7	2	520000001	268			2114	Viaje irregular
t360287970366600547	87973566602748	52010100	36.3	2021-01-14 15:20:27	1	7	2	520000001	266			23	Viaje irregular
t360287970367534201	87973609937003	52090100	28.0	2021-01-23 10:48:44	2	1	2	520000001	1234			21	Viaje irregular
t360287970373029505	87973861202377	52090100	25.0	2021-01-29 12:13:29	2	1	2	520000001	1234			21	Viaje irregular
t360287970373513850	87973886302556	52090100	51.67	2021-02-03 03:32:44	2	1	2	520000001	722			21	Viaje irregular
t360287970365752364	87973528542601	52140500	27.6	2021-01-12 15:27:12	1	7	2	520000001	266			23	Viaje irregular
t360287970364790148	87973484740692	52140500	31.6	2021-01-10 12:36:08	1	7	2	520000001	268			23	Viaje irregular
t360287970364447596	87973468418448	52020100	30.5	2021-01-09 13:59:53	1	7	2	520000001	268			23	Viaje irregular
t360287970367657493	87973616396871	52280200	280.36	2021-01-19 22:43:30	2	1	2	520000001	1236			21	Viaje irregular
t360287970369393161	87973695496165	52090100	231.03	2021-01-26 08:09:16	2	1	2	520000001	1236			21	Viaje irregular
t360287970367647809	87973616924460	52151600	30.0	2021-01-16 21:59:31	2	1	1	520000001	2070			21	Viaje irregular
t360287970364951137	87973493589051	52140500	59.2	2021-01-10 21:06:54	1	7	2	520000001	266			23	Viaje irregular
t360287970380853287	87974217859808	52190500	32.6	2021-02-13 23:50:05	1	7	2	520000001	266			2114	Viaje irregular
t360287970378998279	87974133704439	52210400	25.0	2021-02-10 13:07:52	2	1	2	520000001	1246			21	Viaje irregular
t360287970364191116	87973449433494	52260200	532.27	2021-01-11 10:31:55	2	1	2	520000001	1236			21	Viaje irregular
t360287970377775299	87974083305232	52190500	31.32	2021-02-08 07:25:22	2	1	2	520000001	1234			21	Viaje irregular
t360287970380043087	87974178434861	52151600	49.5	2021-02-12 12:50:26	1	7	2	520000001	268			2114	Viaje irregular
t360287970371928136	87973787468488	52090100	72.61	2021-01-26 15:54:08	2	1	1	520000001	1234			2056	Viaje irregular
t360287970380075653	87974180663074	52090100	51.2	2021-02-12 14:12:20	1	7	2	520000001	268			2114	Viaje irregular
t360287970362491789	87973379932674	52050500	332.07	2021-01-06 08:32:53	2	1	2	520000001	1236			21	Viaje irregular
t360287970373118662	87973867108087	52190500	81.0	2021-01-29 13:46:12	2	1	1	520000001	2070			21	Viaje irregular
t360287970373118662	87973867108087	52190500	81.54	2021-01-29 13:44:30	2	1	1	520000001	2070			21	Viaje irregular
t360287970362384972	87973373113286	52151600	26.96	2021-01-04 22:08:17	2	1	1	520000001	2070			21	Viaje irregular
t360287970362958938	87973399993664	52080800	22.0	2021-01-06 10:48:58	2	1	1	520000001	2070			21	Viaje irregular
t360287970377265083	87974062211682	52140500	15.0	2021-02-07 08:24:24	2	1	1	520000001	2070			21	Viaje irregular
t360287970376078950	87973996196246	52280500	333.9	2021-02-11 07:58:22	2	1	1	520000001	1236			21	Viaje irregular
t360287970375621286	87973983626327	52090100	142.2	2021-02-03 22:14:11	1	7	2	520000001	268			2114	Viaje irregular
t360287970366583701	87973564319748	52190500	34.56	2021-01-14 14:19:18	2	1	2	520000001	2070			21	Viaje irregular
t360287970369723680	87973710080795	52190500	16.0	2021-01-21 16:09:51	2	1	1	520000001	2070			21	Viaje irregular
t360287970362603646	87973383941734	52110500	48.1	2021-01-05 13:28:41	1	7	2	520000001	266			23	Viaje irregular
t360287970374180733	87973919468978	52220400	48.3	2021-01-31 19:06:12	1	7	2	520000001	266			2114	Viaje irregular
t360287970364937623	87973493275268	52080800	27.4	2021-01-10 19:54:03	1	7	2	520000001	268			23	Viaje irregular
t360287970365563277	87973522192300	52210400	218.75	2021-01-16 10:52:19	2	1	2	520000001	1236			2056	Viaje irregular
t360287970369665223	87973708371111	52090100	142.69	2021-01-21 14:39:57	1	7	2	520000001	266			2114	Viaje irregular
t360287970364484904	87973469630814	52220400	37.7	2021-01-09 16:52:13	1	7	2	520000001	268			23	Viaje irregular
t360287970373689047	87973893641338	52020100	79.49	2021-01-30 15:29:53	2	1	2	520000001	1234			21	Viaje irregular
t360287970363088987	87973398167654	52170200	89.25	2021-01-07 09:45:26	2	1	2	520000001	1236			21	Viaje irregular
t360287970367514068	87973608332492	52090100	116.1	2021-01-16 14:52:54	1	7	2	520000001	268			23	Viaje irregular
t360287970372028809	87973815539920	52190500	28.23	2021-01-26 22:00:16	2	1	1	520000001	2070			21	Viaje irregular
t360287970375099043	87973961820860	52090100	33.89	2021-02-02 20:08:36	2	1	1	520000001	716			21	Viaje irregular
t360287970373118662	87973867108087	52190500	81.54	2021-01-29 13:44:19	2	1	1	520000001	2070			21	Viaje irregular
t360287970365725916	87973526432263	52090100	167.88	2021-01-12 14:59:39	2	1	1	520000001	2070			21	Viaje irregular
t360287970365705333	87973526181818	52280200	459.82	2021-01-16 11:23:26	2	1	2	520000001	1236			21	Viaje irregular
t360287970369281888	87973689548667	52310300	38.31	2021-02-03 19:14:16	2	1	1	520000001	2070			21	Viaje irregular
t360287970362709829	87973387265642	52170200	88.4	2021-01-05 16:14:58	1	7	2	520000001	268			23	Viaje irregular
t360287970368904536	87973674147144	52250100	7.0	2021-01-19 19:49:35	2	1	1	520000001	718			21	Viaje irregular
t360287970365116377	87973500948282	52260200	15.19	2021-01-11 09:23:29	2	1	1	520000001	2070			21	Viaje irregular
t360287970373716922	87973895521750	52080800	30.8	2021-01-30 15:16:31	1	7	2	520000001	266			2114	Viaje irregular
t360287970363174471	87973409037280	52190500	108.0	2021-01-06 19:05:09	2	1	1	520000001	1234			21	Viaje irregular
t360287970376990974	87974047033531	52280300	109.8	2021-02-06 15:41:37	1	7	2	520000001	268			2114	Viaje irregular
t360287970376647432	87974029970701	52090100	235.9	2021-02-05 22:08:20	1	7	2	520000001	266			2114	Viaje irregular
t360287970373418897	87973881933505	52210400	25.0	2021-01-30 04:46:59	2	1	2	520000002	1246			21	Viaje irregular
t360287970367630059	87973597559799	52190500	2288.0	2021-01-16 21:33:12	2	1	1	520000001	718			21	Viaje irregular
t360287970361636513	87973343124120	52090100	39.2	2021-01-03 05:33:24	1	7	2	520000001	436			23	Viaje irregular
t360287970368327366	87973650620961	52090100	47.4	2021-01-18 15:46:30	1	7	2	520000001	268			23	Viaje irregular
t360287970367241944	87973595868514	52190500	203.0	2021-01-16 00:15:26	1	7	2	520000001	264			23	Viaje irregular
t360287970376120556	87974004638999	52190500	149.37	2021-02-04 23:02:31	1	7	2	520000001	266			2114	Viaje irregular
t360287970375194757	87973965294504	52090100	154.5	2021-02-03 04:29:45	1	7	2	520000001	268			2114	Viaje irregular
t360287970379372546	87974142018397	52090100	136.09	2021-02-11 08:42:19	2	1	1	520000001	2070			21	Viaje irregular
t360287970367413125	87973605118073	52090100	30.0	2021-01-16 11:52:54	1	7	2	520000001	268			23	Viaje irregular
t360287970371516471	87973794971452	52090100	51.4	2021-01-25 18:33:07	1	7	2	520000001	266			2114	Viaje irregular
t360287970367665640	87973617842809	52090100	153.4	2021-01-16 22:51:57	1	7	2	520000001	268			23	Viaje irregular
t360287970363077848	87973405661690	52310300	12.47	2021-01-06 15:49:43	2	1	1	520000001	716			21	Viaje irregular
t360287970369393161	87973695496165	52090100	231.03	2021-01-26 08:09:16	2	1	1	520000001	1236			21	Viaje irregular
t360287970377503993	87974070852351	52090100	96.4	2021-02-07 16:09:13	1	7	2	520000001	268			2114	Viaje irregular
t360287970361604579	87973340839130	52090100	127.69	2021-01-02 23:59:23	2	1	2	520000001	1244			21	Viaje irregular
t360287970376634806	87974030082371	52090100	12803.4	2021-02-05 22:02:08	1	7	2	520000001	268			2114	Viaje irregular
t360287970375239603	87973968604581	52190500	57.2	2021-02-03 08:06:28	1	7	2	520000001	266			2114	Viaje irregular
t360287970361513833	87973335535304	52090100	28.0	2021-01-02 17:21:13	1	7	2	520000001	264			23	Viaje irregular
t360287970373433145	87973883128792	52090100	55.0	2021-01-30 05:39:16	1	7	2	520000001	268			2114	Viaje irregular
t360287970367216286	87973596095053	52090100	132.4	2021-01-15 23:56:57	1	7	2	520000001	266			23	Viaje irregular
t360287970374123598	87973915911589	52140500	68.87	2021-01-31 16:18:54	2	1	1	520000001	2070			21	Viaje irregular
t360287970371477567	87973792620087	52090100	26.4	2021-01-25 16:47:34	2	1	2	520000001	722			21	Viaje irregular
t360287970376861341	87974040699153	52080800	11.0	2021-02-06 11:27:08	2	1	2	520000001	1246			21	Viaje irregular
t360287970368447362	87973655289298	52090100	30.5	2021-01-18 20:28:59	1	7	2	520000001	268			23	Viaje irregular
t360287970374123598	87973915911589	52140500	68.87	2021-01-31 16:18:54	2	1	2	520000001	2070			21	Viaje irregular
t360287970374634755	87973940301135	52151600	6.21	2021-02-01 19:04:55	2	1	1	520000001	2070			21	Viaje irregular
t360287970366152674	87973546688361	52090100	28.0	2021-01-13 14:55:22	1	7	2	520000001	268			23	Viaje irregular
t360287970374196495	87973920942564	52090100	54.4	2021-01-31 20:27:16	1	7	2	520000001	268			2114	Viaje irregular
t360287970373056757	87973861445772	52110500	88.6	2021-01-29 09:41:28	2	1	1	520000001	2070			21	Viaje irregular
t360287970367165173	87973648631613	52090100	22.49	2021-01-18 15:01:30	2	1	2	520000002	1234			21	Viaje irregular
t360287970375572268	87973977043242	52280500	381.54	2021-02-10 19:47:22	2	1	1	520000001	1236			21	Viaje irregular
t360287970362821920	87973392677630	52090100	38.0	2021-01-05 23:34:14	1	7	2	520000001	264			23	Viaje irregular
t360287970376971813	87974046021875	52190500	34.75	2021-02-06 14:57:58	2	1	2	520000001	1234			21	Viaje irregular
t360287970368490224	87973655391009	52210400	44.3	2021-01-18 20:40:30	1	7	2	520000001	268			23	Viaje irregular
t360287970375570841	87973980379838	52280500	411.37	2021-02-09 10:41:56	2	1	1	520000001	1236			21	Viaje irregular
t360287970366287958	87973553391657	52090100	32.8	2021-01-13 22:21:40	1	7	2	520000001	268			23	Viaje irregular
t360287970376654784	87974028427431	52260200	36.35	2021-02-11 08:32:07	2	1	2	520000001	1236			21	Viaje irregular
t360287970366695301	87973165542803	52220400	183.41	2021-01-14 20:00:15	2	1	2	520000001	722			21	Viaje irregular
t360287970376640470	87974030357680	52110500	85.65	2021-02-05 22:29:35	1	7	2	520000001	268			2114	Viaje irregular
t360287970380170705	87974184249617	52090100	186.04	2021-02-12 16:21:09	1	7	2	520000001	268			2114	Viaje irregular
t360287970366330936	87973553017947	52090100	30.0	2021-01-13 21:19:10	1	7	2	520000001	268			23	Viaje irregular
t360287970377034314	87974049744916	52020100	36.62	2021-02-06 15:22:16	1	7	2	520000001	268			2114	Viaje irregular
t360287970367195763	87973594680351	52090100	60.45	2021-01-23 10:20:05	2	1	1	520000001	1234			21	Viaje irregular
t360287970375648957	87973987079669	52190500	32.1	2021-02-04 05:49:54	1	7	2	520000001	436			2114	Viaje irregular
t360287970375553037	87973980902351	52210400	23.52	2021-02-03 18:51:39	2	1	2	520000001	1234			21	Viaje irregular
t360287970369062052	87973679670712	52090100	42.94	2021-01-20 08:28:54	2	1	1	520000001	2070			21	Viaje irregular
t360287970367169412	87973593107964	52210400	102.0	2021-01-15 19:25:55	1	7	2	520000001	264			23	Viaje irregular
t360287970372238901	87973523803396	52210400	873.55	2021-01-27 11:48:10	2	1	1	520000001	1234			2056	Viaje irregular
t360287970364074448	87973447875929	52310300	33.08	2021-01-08 17:16:45	1	7	2	520000001	266			23	Viaje irregular
t360287970361959415	87973356540994	52020200	254.65	2021-01-28 18:55:26	2	1	2	520000001	1234			21	Viaje irregular
t360287970368876703	87973673099215	52210400	91.52	2021-01-19 18:59:34	1	7	2	520000001	266			23	Viaje irregular
t360287970371526474	87973793511655	52090100	151.64	2021-01-30 08:25:29	2	1	2	520000001	1236			21	Viaje irregular
t360287970378186378	87974100551427	52151600	13.8	2021-02-08 22:03:30	2	1	1	520000001	2070			21	Viaje irregular
t360287970364309724	87973449134443	52090100	30.0	2021-01-09 10:57:06	2	1	2	520000001	1246			21	Viaje irregular
t360287970377040591	87974047797482	52090100	50.47	2021-02-06 17:08:54	2	1	2	520000001	1234			21	Viaje irregular
t360287970367151535	87973587966829	52090100	288.92	2021-01-15 19:05:32	2	1	2	520000001	2070			21	Viaje irregular
t360287970366371466	87973557469353	52090100	47.0	2021-01-14 07:48:26	2	1	1	520000001	2070			21	Viaje irregular
t360287970361528603	87973337766179	52220400	41.1	2021-01-02 19:13:54	1	7	2	520000001	268			23	Viaje irregular
t360287970363832541	87973438862625	52170200	26.0	2021-01-08 10:19:10	1	7	2	520000001	266			23	Viaje irregular
t360287970364445276	87973058775665	52140500	97.68	2021-01-09 15:43:51	2	1	2	520000001	2070			21	Viaje irregular
t360287970375556461	87973981874821	52090100	180.0	2021-02-03 19:23:44	1	7	2	520000001	268			2114	Viaje irregular
t360287970369723680	87973710080795	52190500	16.0	2021-01-21 16:12:46	2	1	1	520000001	2070			21	Viaje irregular
t360287970371550977	87973696071330	52020100	89.53	2021-01-25 19:54:07	2	1	1	520000001	718			21	Viaje irregular
t360287970362614338	87973384741240	52140500	75.5	2021-01-05 13:52:48	1	7	2	520000001	268			23	Viaje irregular
t360287970375254451	87973968519681	52140500	20.0	2021-02-03 08:12:18	2	1	1	520000001	2070			21	Viaje irregular
t360287970372899231	87973854977619	52090100	46.34	2021-01-28 21:32:00	2	1	1	520000001	716			21	Viaje irregular
t360287970361551057	87973338391090	52090100	28.0	2021-01-02 19:30:46	1	7	2	520000001	268			23	Viaje irregular
t360287970375777089	87973990198978	52090100	32.0	2021-02-04 10:18:55	2	1	2	520000001	1246			21	Viaje irregular
t360287970368904341	87973673048180	52220400	371.95	2021-01-19 20:13:09	2	1	1	520000001	722			21	Viaje irregular
t360287970364191116	87973449433494	52260200	532.27	2021-01-11 10:31:55	2	1	1	520000001	1236			21	Viaje irregular
t360287970365715045	87973526458044	52090100	129.84	2021-01-12 14:46:32	1	7	2	520000001	266			23	Viaje irregular
t360287970380834103	87974216872194	52080200	130.0	2021-02-13 21:24:59	1	7	2	520000001	266			2114	Viaje irregular
t360287970380698928	87974207582533	52151600	45.97	2021-02-13 16:42:27	2	1	2	520000001	2070			21	Viaje irregular
t360287970380006349	87974176480566	52090100	35.9	2021-02-12 12:06:35	1	7	2	520000001	264			2114	Viaje irregular
t360287970369375869	87973695472295	52090100	30.0	2021-01-20 21:59:26	1	7	2	520000001	266			2114	Viaje irregular
t360287970373441708	87973881526686	52151600	160.62	2021-02-06 14:04:27	2	1	2	520000001	1234			21	Viaje irregular
t360287970379150409	87974138984456	52210400	12.5	2021-02-10 17:03:44	2	1	2	520000001	1234			21	Viaje irregular
t360287970365325725	87973510532683	52050400	9487.6	2021-01-11 17:05:43	1	7	2	520000001	264			23	Viaje irregular
t360287970380325550	87974191912429	52110200	25.0	2021-02-12 23:11:54	2	1	1	520000001	1246			21	Viaje irregular
t360287970371187518	87973781838094	52090100	28.0	2021-01-25 06:13:47	1	7	2	520000001	266			2114	Viaje irregular
t360287970361474336	87973334172387	52210400	26.6	2021-01-02 15:20:50	1	7	2	520000001	266			23	Viaje irregular
t360287970375145263	87973963204912	52090100	32.5	2021-02-02 22:16:51	1	7	2	520000001	268			2114	Viaje irregular
t360287970366137486	87973547027934	52090100	85.8	2021-01-13 15:02:01	1	7	2	520000001	268			23	Viaje irregular
t360287970377197754	87974055395836	52090100	58.0	2021-02-07 12:04:37	2	1	1	520000004	724			21	Viaje irregular
